tenure_months,monthly_spend,support_calls,usage_hours,contract_months,late_payments,churn
17.0,62.57657,0.0,61.251007,1.0,0.0,0.0
14.0,99.95317,3.0,25.82132,1.0,1.0,1.0
22.0,135.73354,3.0,38.725956,1.0,1.0,1.0
14.0,98.33238,4.0,56.979416,1.0,2.0,1.0
36.0,110.28926,2.0,64.04824,12.0,0.0,0.0
72.0,67.51543,2.0,39.22432,12.0,2.0,1.0
43.0,40.766003,0.0,53.035446,1.0,3.0,0.0
53.0,61.67593,3.0,44.321274,24.0,1.0,0.0
36.0,145.35675,3.0,64.55701,24.0,0.0,1.0
2.0,100.83548,1.0,60.38827,12.0,0.0,0.0
7.0,56.076447,2.0,42.53034,12.0,2.0,0.0
20.0,78.61899,4.0,59.56888,1.0,1.0,1.0
18.0,128.6167,3.0,41.74803,12.0,1.0,1.0
61.0,106.89767,1.0,59.14724,12.0,0.0,0.0
61.0,92.88487,4.0,59.42589,1.0,1.0,0.0
62.0,135.07117,1.0,97.42093,24.0,2.0,0.0
46.0,107.417145,0.0,43.274754,12.0,1.0,0.0
41.0,103.55486,1.0,47.17463,1.0,0.0,0.0
47.0,44.669857,2.0,37.055367,12.0,0.0,0.0
30.0,33.83053,0.0,29.343527,12.0,1.0,0.0
49.0,145.46848,1.0,40.87079,1.0,0.0,0.0
58.0,97.851585,6.0,63.302013,1.0,1.0,0.0
55.0,74.03884,4.0,64.74923,1.0,1.0,0.0
45.0,96.57271,3.0,55.913597,12.0,0.0,0.0
5.0,28.035555,1.0,44.0847,1.0,0.0,0.0
53.0,126.87655,4.0,40.1325,1.0,1.0,0.0
27.0,48.16392,3.0,31.66339,24.0,0.0,0.0
54.0,124.59098,0.0,38.862247,24.0,1.0,0.0
39.0,89.4692,4.0,24.097439,12.0,2.0,1.0
64.0,55.95436,7.0,77.157166,24.0,1.0,0.0
25.0,23.927294,1.0,86.74303,12.0,1.0,0.0
68.0,126.058334,6.0,11.282745,1.0,1.0,0.0
61.0,42.93982,2.0,55.785275,12.0,2.0,0.0
24.0,26.734665,2.0,55.45384,1.0,1.0,0.0
35.0,118.26411,1.0,54.176174,12.0,1.0,0.0
39.0,65.505615,3.0,38.145115,24.0,3.0,0.0
56.0,70.61342,4.0,70.45028,1.0,1.0,0.0
50.0,52.118786,1.0,58.209545,1.0,0.0,0.0
62.0,131.6932,1.0,70.682434,1.0,2.0,0.0
27.0,58.65284,2.0,35.24976,24.0,1.0,0.0
37.0,47.325035,1.0,22.336344,1.0,0.0,0.0
32.0,60.202465,2.0,58.698112,24.0,1.0,0.0
66.0,46.409443,4.0,30.741125,1.0,0.0,0.0
22.0,61.295177,1.0,71.091995,24.0,0.0,0.0
43.0,30.78171,4.0,7.4675736,1.0,1.0,1.0
9.0,40.608902,2.0,40.629204,1.0,2.0,0.0
62.0,74.21687,3.0,37.681564,1.0,1.0,0.0
28.0,134.33069,4.0,43.352467,1.0,2.0,0.0
25.0,27.447798,4.0,55.22198,1.0,0.0,0.0
42.0,47.647713,2.0,57.924713,1.0,3.0,1.0
36.0,138.08493,5.0,62.79475,12.0,2.0,1.0
62.0,135.7019,1.0,65.099724,12.0,0.0,0.0
39.0,108.328606,4.0,46.56949,1.0,0.0,0.0
38.0,51.261562,5.0,92.17409,12.0,1.0,1.0
8.0,74.57537,4.0,77.741806,24.0,2.0,0.0
2.0,47.45873,3.0,43.760235,24.0,3.0,1.0
29.0,36.716507,2.0,47.262527,12.0,2.0,0.0
72.0,69.39979,0.0,43.339043,1.0,1.0,0.0
67.0,94.85681,2.0,57.265972,24.0,0.0,0.0
46.0,66.791245,2.0,30.561243,24.0,1.0,0.0
46.0,99.40719,2.0,34.20925,24.0,2.0,0.0
29.0,58.513115,2.0,6.652675,12.0,0.0,0.0
13.0,64.96057,1.0,42.0268,12.0,0.0,1.0
1.0,122.78757,2.0,71.29518,24.0,0.0,0.0
25.0,134.18091,3.0,46.95798,12.0,0.0,0.0
23.0,61.86443,3.0,48.07676,1.0,1.0,1.0
14.0,94.29705,0.0,55.563183,24.0,2.0,0.0
19.0,56.1611,1.0,29.955252,24.0,1.0,0.0
2.0,26.933504,3.0,50.505726,1.0,0.0,1.0
44.0,115.92143,4.0,67.80659,1.0,0.0,1.0
67.0,42.230453,3.0,56.131264,24.0,0.0,0.0
50.0,75.34263,2.0,69.56329,1.0,2.0,1.0
33.0,83.31591,1.0,75.28264,12.0,2.0,0.0
31.0,43.981304,1.0,63.251797,1.0,2.0,0.0
23.0,32.292194,2.0,35.73266,1.0,1.0,0.0
11.0,65.24169,3.0,43.117294,12.0,0.0,1.0
44.0,143.79716,3.0,88.629776,24.0,3.0,0.0
41.0,99.96763,2.0,56.28337,12.0,0.0,0.0
1.0,69.58333,3.0,53.619133,1.0,0.0,0.0
30.0,25.058407,2.0,32.80081,1.0,3.0,0.0
21.0,98.03553,3.0,48.170776,1.0,0.0,0.0
13.0,31.993494,2.0,64.32747,24.0,0.0,0.0
51.0,90.53073,1.0,50.296913,12.0,1.0,0.0
38.0,117.75356,2.0,39.612434,24.0,1.0,0.0
46.0,75.06609,3.0,44.252277,24.0,2.0,0.0
52.0,58.923492,3.0,73.83651,12.0,2.0,0.0
71.0,26.15995,1.0,63.355618,1.0,2.0,0.0
58.0,23.221125,1.0,60.680805,24.0,0.0,0.0
45.0,75.90346,1.0,58.817642,1.0,0.0,0.0
64.0,134.83488,0.0,26.339401,24.0,0.0,0.0
35.0,51.72816,0.0,55.446983,12.0,0.0,0.0
71.0,94.62721,0.0,71.36015,1.0,0.0,0.0
55.0,108.959755,1.0,44.78157,12.0,1.0,0.0
47.0,27.907883,1.0,69.54856,1.0,0.0,0.0
66.0,39.90305,2.0,60.904533,12.0,1.0,0.0
38.0,63.065983,3.0,66.55346,12.0,1.0,0.0
52.0,107.112114,2.0,51.01873,1.0,0.0,0.0
21.0,77.07456,3.0,67.73171,12.0,3.0,0.0
70.0,115.44536,3.0,20.706367,12.0,1.0,1.0
45.0,132.78772,5.0,50.662914,24.0,3.0,1.0
57.0,118.588394,3.0,64.2603,24.0,1.0,0.0
34.0,148.99214,0.0,55.92599,12.0,1.0,0.0
63.0,118.06694,2.0,71.912476,24.0,1.0,0.0
6.0,130.7833,3.0,46.858025,1.0,1.0,1.0
9.0,128.20763,2.0,39.050896,1.0,0.0,1.0
37.0,114.93455,4.0,17.2185,1.0,1.0,1.0
53.0,124.23424,1.0,44.54067,24.0,0.0,0.0
59.0,141.50882,0.0,60.337498,1.0,2.0,0.0
32.0,81.77696,1.0,65.22017,24.0,2.0,0.0
47.0,102.97731,1.0,22.016289,12.0,1.0,1.0
40.0,86.94216,0.0,73.5065,1.0,2.0,0.0
70.0,130.63481,1.0,30.511583,12.0,2.0,1.0
48.0,76.07675,2.0,47.577038,12.0,2.0,0.0
31.0,126.56448,3.0,38.623672,12.0,2.0,0.0
70.0,123.91609,1.0,58.344997,24.0,0.0,0.0
8.0,145.0452,3.0,51.881493,12.0,1.0,0.0
71.0,52.35969,2.0,63.559372,1.0,2.0,0.0
12.0,112.250534,1.0,86.87609,12.0,1.0,0.0
21.0,118.399536,1.0,57.95705,1.0,1.0,0.0
60.0,141.7162,3.0,38.466408,24.0,1.0,0.0
53.0,137.89731,1.0,59.221382,1.0,0.0,0.0
70.0,94.558365,4.0,88.90279,12.0,1.0,0.0
54.0,95.28992,1.0,63.126804,12.0,2.0,1.0
46.0,41.74786,1.0,68.91387,1.0,0.0,0.0
25.0,146.74515,3.0,18.128471,12.0,0.0,1.0
1.0,53.15227,1.0,57.73757,1.0,1.0,0.0
9.0,114.215706,1.0,44.639645,12.0,0.0,0.0
22.0,123.453354,2.0,36.397503,12.0,0.0,0.0
3.0,77.35802,1.0,49.553654,1.0,1.0,1.0
37.0,47.455185,0.0,52.17268,1.0,1.0,0.0
56.0,44.56485,1.0,37.51216,12.0,1.0,0.0
70.0,131.34448,1.0,53.769276,12.0,0.0,0.0
36.0,86.398346,3.0,46.53026,12.0,1.0,0.0
64.0,31.717808,0.0,64.048775,1.0,2.0,0.0
71.0,113.21253,1.0,54.5515,1.0,2.0,0.0
62.0,52.522236,1.0,57.518467,12.0,0.0,0.0
34.0,133.93132,1.0,69.58776,24.0,1.0,0.0
24.0,60.24433,2.0,61.099117,12.0,1.0,0.0
71.0,46.03521,0.0,49.87831,12.0,1.0,0.0
18.0,31.031597,1.0,8.261501,12.0,0.0,0.0
30.0,86.49905,0.0,60.27456,12.0,2.0,0.0
6.0,78.59589,1.0,31.761534,24.0,1.0,0.0
58.0,117.67058,0.0,48.27524,1.0,0.0,0.0
47.0,80.39834,2.0,57.42094,12.0,2.0,0.0
7.0,64.696075,4.0,76.66058,1.0,2.0,0.0
16.0,54.01514,2.0,86.84646,1.0,1.0,0.0
40.0,56.159077,1.0,31.575634,1.0,2.0,0.0
39.0,140.62022,5.0,23.682743,1.0,0.0,1.0
58.0,41.460217,6.0,56.514343,1.0,0.0,0.0
20.0,148.46294,1.0,54.848557,1.0,3.0,1.0
67.0,62.49953,1.0,25.962482,1.0,1.0,1.0
33.0,31.49073,2.0,49.66794,1.0,1.0,0.0
60.0,52.32975,0.0,61.950817,1.0,0.0,0.0
18.0,27.59387,1.0,25.396965,1.0,0.0,0.0
3.0,122.70387,0.0,30.108292,24.0,2.0,0.0
4.0,86.63188,2.0,37.116802,12.0,3.0,1.0
27.0,63.80826,3.0,45.754795,1.0,0.0,0.0
69.0,106.06645,2.0,63.87943,1.0,0.0,0.0
4.0,101.98405,5.0,43.470387,12.0,2.0,1.0
27.0,142.18336,0.0,51.106335,1.0,0.0,0.0
8.0,144.96387,0.0,94.92355,1.0,2.0,0.0
68.0,108.48889,1.0,30.873795,1.0,3.0,0.0
49.0,126.31607,1.0,36.940132,12.0,3.0,0.0
55.0,123.01527,1.0,63.56178,12.0,0.0,0.0
52.0,83.86946,1.0,69.760864,12.0,0.0,0.0
48.0,111.579575,3.0,58.296017,1.0,0.0,0.0
56.0,30.173672,2.0,86.17935,1.0,1.0,0.0
1.0,118.54274,1.0,56.349117,24.0,2.0,0.0
63.0,145.03828,1.0,10.477926,12.0,0.0,0.0
54.0,31.046719,1.0,51.939915,12.0,0.0,0.0
54.0,128.69505,2.0,38.580326,24.0,0.0,0.0
29.0,141.2874,3.0,77.67623,12.0,1.0,0.0
58.0,49.404556,2.0,69.29248,1.0,0.0,0.0
28.0,88.22546,3.0,18.206184,12.0,0.0,1.0
4.0,140.62157,1.0,77.00636,1.0,3.0,1.0
66.0,144.82938,1.0,68.78735,12.0,0.0,0.0
17.0,36.62471,0.0,43.510757,12.0,1.0,0.0
8.0,65.37055,3.0,48.431164,1.0,0.0,0.0
45.0,110.758804,1.0,77.843544,1.0,2.0,0.0
17.0,48.802605,2.0,10.569761,1.0,1.0,0.0
62.0,62.22018,1.0,58.90796,12.0,0.0,0.0
32.0,23.027838,1.0,71.868195,1.0,0.0,0.0
1.0,39.957817,1.0,48.22574,1.0,0.0,0.0
69.0,93.10284,3.0,62.958195,1.0,1.0,0.0
38.0,104.90171,3.0,52.06309,24.0,3.0,0.0
19.0,104.358536,3.0,34.319214,24.0,0.0,1.0
49.0,121.18686,1.0,33.8194,12.0,0.0,0.0
39.0,73.98659,2.0,64.23859,12.0,1.0,0.0
3.0,55.553795,1.0,37.285866,12.0,0.0,0.0
55.0,22.025492,1.0,19.50838,1.0,1.0,0.0
29.0,46.861877,5.0,52.447975,1.0,1.0,0.0
51.0,60.610416,3.0,39.738373,1.0,1.0,0.0
65.0,43.166893,1.0,26.017838,24.0,0.0,0.0
44.0,22.618782,0.0,51.434948,12.0,0.0,0.0
49.0,40.46819,2.0,65.345535,1.0,1.0,0.0
19.0,106.59294,0.0,50.403,12.0,0.0,0.0
18.0,101.84611,1.0,28.675182,1.0,1.0,1.0
30.0,141.63887,0.0,59.63607,12.0,0.0,0.0
62.0,123.76188,4.0,70.703125,12.0,1.0,0.0
38.0,93.8083,3.0,94.26068,24.0,1.0,0.0
26.0,37.882324,1.0,78.83688,12.0,1.0,0.0
57.0,93.32934,0.0,29.892832,24.0,2.0,1.0
62.0,28.007359,1.0,67.16165,1.0,0.0,0.0
65.0,76.01504,3.0,55.130478,12.0,2.0,0.0
22.0,70.73362,3.0,26.958017,24.0,1.0,0.0
52.0,75.6158,1.0,55.675903,1.0,0.0,0.0
43.0,56.37737,1.0,88.373535,24.0,0.0,0.0
33.0,109.15796,1.0,73.91728,24.0,0.0,0.0
29.0,129.32278,3.0,29.731005,12.0,1.0,1.0
9.0,119.90721,3.0,50.274345,1.0,0.0,1.0
20.0,101.60777,3.0,59.83349,1.0,2.0,1.0
40.0,89.984825,0.0,15.401928,12.0,0.0,0.0
64.0,24.040943,0.0,16.091246,24.0,0.0,0.0
63.0,113.98142,0.0,53.092556,1.0,1.0,0.0
14.0,90.847786,0.0,53.3535,1.0,0.0,0.0
49.0,55.196335,1.0,13.223621,1.0,3.0,0.0
7.0,62.619465,4.0,57.75947,12.0,1.0,0.0
49.0,141.62888,2.0,71.73926,24.0,1.0,1.0
25.0,101.16709,4.0,45.63397,12.0,4.0,0.0
33.0,81.868614,0.0,51.196236,12.0,1.0,0.0
52.0,100.719826,0.0,61.428234,12.0,1.0,0.0
31.0,73.7865,1.0,58.780586,12.0,0.0,0.0
59.0,81.123695,1.0,16.62755,12.0,0.0,0.0
39.0,57.740204,3.0,31.897575,1.0,1.0,1.0
72.0,77.18093,3.0,42.08293,1.0,1.0,1.0
46.0,109.12699,2.0,32.78346,24.0,0.0,1.0
22.0,25.19245,2.0,79.33937,12.0,1.0,0.0
56.0,123.35356,2.0,62.689518,1.0,1.0,0.0
30.0,56.787342,1.0,27.805492,12.0,1.0,0.0
39.0,108.73277,2.0,45.713284,12.0,1.0,0.0
10.0,103.55429,2.0,72.60784,1.0,2.0,0.0
9.0,104.841644,1.0,37.07521,12.0,1.0,0.0
42.0,99.05676,2.0,67.03168,1.0,0.0,0.0
14.0,144.68324,4.0,77.6636,24.0,0.0,0.0
72.0,86.08474,0.0,74.32282,12.0,1.0,0.0
62.0,115.201485,1.0,53.60808,24.0,1.0,0.0
51.0,111.70841,1.0,75.0205,12.0,4.0,0.0
53.0,50.714787,1.0,39.55524,24.0,0.0,0.0
43.0,56.829758,2.0,99.71763,1.0,0.0,0.0
5.0,75.12222,2.0,54.81699,1.0,1.0,1.0
29.0,56.10073,3.0,72.93588,24.0,2.0,0.0
36.0,67.676605,1.0,42.759823,24.0,3.0,0.0
66.0,70.82488,2.0,59.98829,24.0,0.0,0.0
16.0,98.502396,2.0,60.86927,24.0,1.0,0.0
36.0,48.585705,5.0,31.423326,12.0,2.0,1.0
25.0,124.557945,1.0,30.831133,12.0,0.0,0.0
10.0,76.87972,3.0,45.90995,24.0,0.0,0.0
8.0,111.81174,5.0,72.10665,1.0,1.0,1.0
27.0,30.587523,0.0,13.371448,24.0,0.0,0.0
6.0,81.095505,1.0,42.743015,24.0,1.0,0.0
5.0,23.66854,4.0,76.19745,12.0,1.0,0.0
26.0,107.8683,4.0,25.357412,1.0,1.0,1.0
15.0,64.68231,0.0,75.07801,12.0,1.0,0.0
40.0,143.40286,1.0,27.444141,24.0,2.0,0.0
2.0,62.136147,3.0,31.669168,1.0,1.0,0.0
22.0,93.29477,1.0,47.055565,1.0,1.0,1.0
33.0,53.460384,2.0,87.469185,12.0,2.0,0.0
70.0,100.61464,1.0,37.199856,24.0,0.0,1.0
46.0,80.71551,2.0,15.340744,12.0,0.0,0.0
64.0,68.18167,0.0,21.961279,12.0,1.0,0.0
25.0,46.479614,2.0,68.63896,1.0,3.0,0.0
33.0,34.497776,0.0,22.905195,12.0,1.0,0.0
31.0,35.584286,0.0,73.75929,24.0,0.0,0.0
64.0,149.8752,1.0,51.395817,1.0,1.0,0.0
70.0,73.600395,2.0,49.354576,1.0,0.0,0.0
70.0,20.250862,1.0,55.946083,1.0,3.0,0.0
55.0,143.88074,1.0,33.981594,1.0,1.0,1.0
37.0,22.59739,2.0,52.75744,12.0,0.0,0.0
39.0,74.4162,3.0,26.13854,24.0,1.0,0.0
71.0,113.27209,4.0,76.97782,12.0,1.0,0.0
21.0,138.8979,1.0,29.454096,12.0,0.0,1.0
25.0,112.67522,4.0,58.777615,12.0,1.0,0.0
65.0,80.27135,2.0,29.304995,24.0,3.0,0.0
28.0,146.67746,3.0,39.335907,1.0,1.0,1.0
17.0,25.111519,2.0,42.52336,1.0,2.0,0.0
41.0,148.29599,3.0,109.62696,12.0,1.0,0.0
24.0,130.4209,1.0,49.71108,24.0,0.0,0.0
65.0,140.7609,2.0,33.569405,12.0,3.0,1.0
66.0,53.120415,2.0,41.108887,12.0,1.0,0.0
23.0,38.51955,1.0,19.90655,1.0,0.0,0.0
39.0,106.23099,3.0,46.74428,1.0,2.0,0.0
71.0,87.06173,3.0,87.021736,24.0,0.0,0.0
54.0,88.01183,3.0,56.72079,12.0,1.0,0.0
16.0,140.2005,1.0,68.068016,12.0,1.0,0.0
43.0,100.61052,3.0,31.801126,24.0,0.0,1.0
45.0,60.438297,5.0,45.933155,12.0,2.0,1.0
48.0,72.00865,2.0,54.078053,1.0,0.0,0.0
2.0,37.354458,2.0,35.493862,1.0,3.0,0.0
22.0,45.000824,1.0,58.000134,1.0,2.0,1.0
62.0,38.63551,5.0,62.308567,24.0,0.0,0.0
18.0,125.337875,2.0,60.85696,24.0,0.0,0.0
22.0,111.63355,0.0,46.978336,12.0,1.0,0.0
24.0,88.944855,2.0,71.81823,24.0,3.0,0.0
13.0,68.667816,3.0,44.847652,1.0,1.0,1.0
12.0,106.90426,0.0,43.023582,1.0,1.0,0.0
25.0,125.6777,3.0,78.83078,1.0,0.0,0.0
63.0,134.56032,3.0,27.860674,24.0,0.0,0.0
1.0,91.11211,2.0,15.940621,1.0,2.0,0.0
21.0,126.58507,0.0,32.643673,1.0,0.0,0.0
5.0,86.46977,0.0,57.74484,1.0,1.0,0.0
41.0,81.68891,3.0,75.67182,12.0,0.0,1.0
19.0,132.50613,3.0,36.78963,12.0,1.0,1.0
58.0,70.228615,5.0,86.29675,1.0,0.0,0.0
43.0,71.46865,3.0,50.543945,24.0,1.0,0.0
57.0,59.638474,2.0,47.689407,24.0,1.0,0.0
46.0,87.43122,1.0,33.001236,1.0,1.0,0.0
32.0,90.830505,2.0,89.0271,24.0,1.0,0.0
62.0,105.85995,5.0,46.99422,24.0,0.0,0.0
35.0,75.9653,2.0,23.360239,24.0,1.0,0.0
69.0,48.318848,1.0,99.15337,1.0,2.0,0.0
72.0,132.68947,2.0,57.8734,24.0,2.0,0.0
43.0,64.98011,2.0,65.97661,12.0,2.0,0.0
49.0,139.98265,1.0,83.6312,1.0,1.0,0.0
19.0,46.955933,2.0,62.289253,24.0,0.0,0.0
59.0,92.80747,1.0,69.49779,1.0,2.0,0.0
49.0,89.759964,0.0,51.086502,24.0,0.0,0.0
65.0,127.72422,1.0,64.674644,12.0,0.0,0.0
20.0,38.050682,1.0,49.316845,12.0,2.0,0.0
57.0,138.29184,4.0,49.5958,1.0,2.0,1.0
34.0,89.08566,3.0,52.394337,24.0,1.0,0.0
14.0,96.19422,3.0,42.063698,1.0,0.0,1.0
13.0,86.32162,3.0,60.087555,24.0,0.0,0.0
41.0,24.683237,1.0,60.036903,12.0,1.0,0.0
24.0,84.62179,4.0,66.378334,1.0,1.0,1.0
8.0,54.261456,3.0,62.79213,12.0,0.0,0.0
31.0,64.54946,6.0,90.00086,24.0,0.0,0.0
48.0,104.38321,2.0,71.0526,24.0,3.0,0.0
23.0,84.70063,2.0,45.85496,1.0,0.0,0.0
69.0,32.118366,3.0,59.06143,1.0,1.0,0.0
57.0,29.495365,1.0,78.25396,1.0,0.0,0.0
37.0,44.1355,1.0,31.000536,24.0,2.0,0.0
68.0,44.815067,0.0,90.284836,1.0,1.0,0.0
32.0,99.0791,1.0,34.50721,1.0,1.0,1.0
11.0,43.11588,1.0,68.00551,1.0,3.0,0.0
3.0,134.62352,4.0,50.132008,24.0,2.0,0.0
68.0,47.268887,4.0,48.981354,1.0,0.0,0.0
70.0,31.847088,3.0,23.941742,12.0,1.0,0.0
54.0,133.84698,0.0,68.15,1.0,2.0,0.0
8.0,58.392586,0.0,24.232836,12.0,1.0,1.0
22.0,75.30494,1.0,21.144596,12.0,1.0,0.0
3.0,144.67343,2.0,73.19406,24.0,1.0,1.0
4.0,142.768,1.0,85.792114,12.0,2.0,0.0
18.0,112.93919,6.0,36.655087,1.0,1.0,1.0
42.0,28.962063,3.0,70.06219,12.0,1.0,0.0
5.0,97.13422,1.0,65.93053,1.0,1.0,0.0
71.0,148.58014,2.0,48.169624,1.0,4.0,0.0
33.0,143.0991,3.0,76.71634,24.0,1.0,0.0
19.0,33.780323,0.0,46.72756,12.0,0.0,0.0
38.0,71.475746,5.0,60.35068,24.0,0.0,0.0
57.0,61.019775,2.0,24.924603,1.0,0.0,0.0
23.0,36.864655,1.0,25.779408,24.0,3.0,1.0
4.0,110.323784,1.0,73.3809,24.0,3.0,0.0
4.0,55.60029,2.0,61.024105,12.0,1.0,0.0
62.0,64.83256,1.0,47.150864,1.0,0.0,0.0
9.0,31.746655,1.0,88.156906,24.0,0.0,1.0
46.0,84.73579,1.0,87.94631,24.0,0.0,0.0
28.0,40.56182,2.0,58.78336,1.0,3.0,0.0
56.0,76.17175,2.0,20.886898,24.0,1.0,0.0
5.0,38.634487,6.0,47.76802,24.0,1.0,0.0
65.0,144.00049,7.0,33.348362,1.0,4.0,1.0
51.0,38.84773,2.0,51.79027,1.0,1.0,0.0
33.0,87.84533,2.0,31.274057,1.0,1.0,1.0
15.0,45.607376,4.0,26.075481,12.0,4.0,1.0
71.0,29.927034,5.0,4.747735,24.0,0.0,0.0
22.0,46.30012,3.0,53.345146,24.0,1.0,0.0
36.0,27.120634,1.0,4.024738,1.0,2.0,0.0
29.0,38.12166,1.0,43.59519,12.0,0.0,0.0
17.0,84.15294,2.0,63.88794,12.0,0.0,0.0
30.0,104.736015,2.0,35.558086,12.0,1.0,0.0
11.0,31.354176,4.0,28.30343,12.0,1.0,1.0
1.0,77.33242,2.0,48.643063,12.0,2.0,1.0
21.0,95.56211,1.0,33.42789,1.0,1.0,0.0
9.0,50.449337,1.0,53.713158,1.0,0.0,1.0
30.0,68.37019,0.0,29.343403,24.0,1.0,0.0
63.0,29.338533,2.0,47.910122,1.0,3.0,0.0
12.0,48.61704,2.0,43.071587,12.0,2.0,0.0
1.0,80.67788,2.0,49.76957,24.0,4.0,1.0
8.0,148.75748,1.0,82.70303,24.0,3.0,0.0
37.0,149.51447,1.0,53.996216,12.0,1.0,1.0
20.0,147.35081,2.0,60.088882,1.0,0.0,0.0
36.0,75.00123,1.0,37.50414,12.0,3.0,1.0
3.0,30.48845,1.0,54.46513,12.0,1.0,0.0
24.0,62.06455,0.0,44.503933,12.0,1.0,0.0
30.0,50.90287,2.0,50.59312,1.0,3.0,1.0
32.0,21.836454,3.0,62.978912,1.0,1.0,0.0
40.0,32.38037,1.0,39.995323,12.0,2.0,0.0
57.0,78.914955,0.0,42.039093,24.0,0.0,0.0
34.0,64.15612,3.0,40.271706,12.0,2.0,1.0
61.0,43.445984,1.0,39.88561,1.0,3.0,0.0
39.0,113.092995,2.0,53.464706,1.0,1.0,0.0
19.0,66.425026,3.0,42.72036,12.0,1.0,0.0
17.0,130.74283,1.0,79.95913,12.0,0.0,0.0
24.0,51.32703,1.0,103.58325,1.0,0.0,0.0
44.0,89.99115,1.0,38.641155,24.0,1.0,0.0
18.0,43.9381,3.0,55.88006,24.0,0.0,1.0
66.0,84.389084,1.0,70.760155,24.0,1.0,0.0
35.0,39.820644,1.0,44.68502,12.0,1.0,1.0
63.0,41.005222,4.0,30.112177,24.0,1.0,0.0
50.0,99.58904,1.0,84.763466,12.0,0.0,0.0
25.0,54.292187,2.0,63.723145,12.0,0.0,1.0
17.0,42.407738,3.0,56.37381,1.0,0.0,0.0
54.0,140.86987,2.0,79.010445,1.0,0.0,0.0
24.0,25.590422,2.0,65.40466,1.0,1.0,1.0
18.0,93.46925,0.0,49.041298,24.0,0.0,0.0
67.0,91.2743,3.0,30.467382,12.0,1.0,0.0
35.0,52.579155,2.0,40.133366,24.0,2.0,0.0
4.0,78.86033,0.0,74.096466,12.0,0.0,0.0
36.0,31.405912,3.0,63.641712,1.0,1.0,0.0
34.0,113.76512,3.0,46.266666,12.0,1.0,0.0
63.0,48.82063,3.0,85.33126,1.0,1.0,0.0
52.0,45.1401,1.0,46.855576,24.0,1.0,0.0
14.0,60.9342,1.0,69.75036,1.0,1.0,0.0
11.0,137.30809,2.0,54.40078,1.0,0.0,0.0
44.0,123.540665,1.0,88.65906,12.0,1.0,0.0
4.0,143.096,4.0,65.06091,24.0,1.0,1.0
23.0,104.755104,3.0,50.92319,12.0,0.0,1.0
10.0,106.179794,4.0,46.42397,1.0,0.0,0.0
2.0,82.40403,0.0,49.69255,12.0,1.0,0.0
67.0,137.67422,2.0,35.492054,1.0,0.0,0.0
7.0,86.41403,1.0,22.665937,12.0,0.0,1.0
1.0,66.15781,2.0,56.17471,12.0,0.0,0.0
68.0,103.24875,0.0,39.329628,1.0,0.0,0.0
14.0,90.99813,2.0,39.276497,12.0,2.0,0.0
59.0,36.122578,2.0,48.223194,1.0,0.0,0.0
3.0,71.054306,3.0,51.044468,1.0,0.0,1.0
12.0,60.732304,1.0,50.147522,12.0,0.0,0.0
8.0,130.0884,3.0,84.76591,1.0,0.0,1.0
51.0,69.249535,2.0,63.24759,1.0,1.0,0.0
45.0,126.80218,1.0,92.15631,12.0,1.0,0.0
35.0,77.51065,1.0,41.220192,12.0,0.0,0.0
18.0,117.95507,2.0,65.674416,24.0,2.0,0.0
7.0,37.58665,4.0,42.33175,24.0,1.0,1.0
41.0,140.20453,2.0,38.777363,12.0,0.0,1.0
17.0,82.472786,3.0,92.91085,12.0,2.0,0.0
43.0,53.773773,4.0,34.637035,12.0,0.0,0.0
50.0,51.39365,2.0,5.3653197,24.0,2.0,1.0
62.0,54.46005,1.0,35.841015,12.0,1.0,0.0
36.0,67.67414,2.0,9.833527,24.0,1.0,0.0
1.0,113.27754,1.0,30.97351,12.0,0.0,0.0
21.0,143.4484,4.0,32.826683,1.0,2.0,1.0
62.0,106.97487,2.0,50.705635,24.0,1.0,0.0
39.0,91.131615,1.0,9.008067,1.0,0.0,0.0
45.0,78.31772,1.0,73.919044,24.0,5.0,0.0
33.0,127.66528,1.0,12.484614,1.0,1.0,1.0
12.0,130.45543,0.0,47.444984,12.0,2.0,0.0
65.0,58.0949,2.0,43.516903,12.0,0.0,1.0
56.0,143.94463,3.0,66.507,1.0,0.0,0.0
72.0,71.365,3.0,57.030865,12.0,0.0,0.0
62.0,124.01015,2.0,73.73746,1.0,1.0,1.0
21.0,145.68658,4.0,42.770935,1.0,0.0,1.0
19.0,111.475555,1.0,40.705067,1.0,1.0,0.0
18.0,41.001595,1.0,58.25582,24.0,1.0,0.0
67.0,96.19781,0.0,70.58404,24.0,1.0,0.0
41.0,35.441025,1.0,66.50138,1.0,3.0,0.0
33.0,122.58846,0.0,56.436283,24.0,0.0,1.0
70.0,56.570972,1.0,54.65325,24.0,3.0,1.0
44.0,110.37793,1.0,49.274216,1.0,4.0,0.0
66.0,138.31166,2.0,58.198605,24.0,0.0,0.0
71.0,43.53128,5.0,90.69869,1.0,2.0,0.0
6.0,71.07152,1.0,45.148533,24.0,0.0,1.0
27.0,104.12544,1.0,42.710197,12.0,1.0,0.0
53.0,74.55562,1.0,41.178883,24.0,2.0,0.0
59.0,42.726463,3.0,57.787457,1.0,1.0,0.0
11.0,23.77931,3.0,7.5650945,1.0,2.0,0.0
23.0,72.85776,4.0,47.298767,24.0,0.0,0.0
